RECORDING_SESSION_LABEL,TRIAL_INDEX,IA_AVERAGE_FIX_PUPIL_SIZE,TRIAL_DWELL_TIME,TRIAL_FIXATION_COUNT,IA_FIXATION_%,IA_FIXATION_COUNT,IA_DWELL_TIME_%,IA_FIRST_FIXATION_DURATION,IA_LABEL,IA_MAX_FIX_PUPIL_SIZE,IA_MIN_FIX_PUPIL_SIZE,IA_REGRESSION_IN,IA_REGRESSION_IN_COUNT,IA_REGRESSION_OUT,IA_REGRESSION_OUT_COUNT,IA_SKIP,IA_RUN_COUNT,sno,assertion,IA_FIRST_RUN_FIXATION_%,cond_remark,cleaned_tokens,backward_reg_count,forward_reg_count,total_reg_count,Clicked,token,Intensity_Category,Intensity_Category_Binary,Pupilsize_variation,index
p21,10,"[1162.0, 1157.0, 1136.0, 1083.0, 1090.67]",2201.0,8,"[0.125, 0.125, 0.125, 0.125, 0.375]","[1, 1, 1, 1, 3]","[0.07, 0.0672, 0.1145, 0.1154, 0.5675]","[154.0, 148.0, 252.0, 254.0, 216.0]",Word 1,"[1162.0, 1157.0, 1136.0, 1083.0, 1128.0]","[1162.0, 1157.0, 1136.0, 1083.0, 1069.0]","[1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",46,Männer sind nicht die hellsten.,"[0.125, 0.125, 0.125, 0.125, 0.375]",hate_m,"['männer', 'sind', 'nicht', 'die', 'hellsten']","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 0.0]","[1, 0, 0, 0, 1]",,hate,1,"[0.0, 0.0, 0.0, 0.0, 59.0]",1085.0
p21,77,"[1083.0, 1076.0, 979.0, 1021.3325, 947.33]",2052.0,8,"[0.125, 0.125, 0.375, 0.0, 0.375]","[1, 1, 3, 0, 3]","[0.115, 0.0736, 0.2768, 0.0, 0.5346]","[236.0, 151.0, 153.0, 250.0, 460.0]",Word 1,"[1083.0, 1076.0, 1039.0, 1041.75, 969.0]","[1083.0, 1076.0, 898.0, 996.0, 927.0]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]","[1.0, 1.0, 2.0, 0.0, 2.0]",43,Männer sind dümmer als Frauen.,"[0.125, 0.125, 0.25, 0.15625, 0.125]",hate_m,"['männer', 'sind', 'dümmer', 'als', 'frauen']","[0.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 1.0, 2.0, 0.0, 0.0]","[1.0, 1.0, 2.0, 0.0, 1.0]","[0, 0, 1, 1, 0]",,hate,1,"[0.0, 0.0, 141.0, 45.75, 42.0]",1152.0
p22,24,"[1490.67, 1421.8, 1450.22, 1454.6725, 1456.0]",3814.0,20,"[0.15, 0.25, 0.45, 0.0, 0.05]","[3, 5, 9, 0, 1]","[0.1384, 0.1872, 0.5532, 0.0, 0.0404]","[114.0, 135.0, 179.0, 145.5, 154.0]",Word 1,"[1567.0, 1513.0, 1498.0, 1508.5, 1456.0]","[1428.0, 1384.0, 1399.0, 1416.75, 1456.0]","[1.0, 1.0, 1.0, 0.0, 0.0]","[2.0, 3.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 4.0, 7.0, 0.0, 1.0]",43,Männer sind dümmer als Frauen.,"[0.05, 0.05, 0.05, 0.05, 0.05]",hate_m,"['männer', 'sind', 'dümmer', 'als', 'frauen']","[0.0, 0.0, 4.0, 0.0, 1.0]","[2.0, 4.0, 1.0, 0.0, 0.0]","[2.0, 4.0, 5.0, 0.0, 1.0]","[1, 0, 1, 1, 1]",,hate,1,"[139.0, 129.0, 99.0, 91.75, 0.0]",1189.0
p22,67,"[1421.5, 1431.67, 1430.0, 1453.5, 1450.5]",2679.0,13,"[0.1538, 0.2308, 0.2308, 0.1538, 0.1538]","[2, 3, 3, 2, 2]","[0.1068, 0.2314, 0.2523, 0.1008, 0.268]","[120.0, 147.0, 266.0, 131.0, 288.0]",Word 1,"[1535.0, 1536.0, 1493.0, 1455.0, 1453.0]","[1308.0, 1372.0, 1391.0, 1452.0, 1448.0]","[1.0, 1.0, 1.0, 1.0, 0.0]","[2.0, 2.0, 1.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 3.0, 3.0, 2.0, 2.0]",46,Männer sind nicht die hellsten.,"[0.0769, 0.0769, 0.0769, 0.0769, 0.0769]",hate_m,"['männer', 'sind', 'nicht', 'die', 'hellsten']","[0.0, 1.0, 2.0, 0.0, 2.0]","[1.0, 2.0, 1.0, 2.0, 0.0]","[1.0, 3.0, 3.0, 2.0, 2.0]","[0, 0, 1, 1, 1]",,hate,1,"[227.0, 164.0, 102.0, 3.0, 5.0]",1232.0
p23,48,"[1409.0, 1338.0, 1338.0, 1384.0, 1372.5]",1693.0,9,"[0.2222, 0.1111, 0.2222, 0.2222, 0.2222]","[2, 1, 2, 2, 2]","[0.1459, 0.1849, 0.2475, 0.215, 0.2067]","[128.0, 313.0, 219.0, 236.0, 163.0]",Word 1,"[1430.0, 1338.0, 1374.0, 1419.0, 1408.0]","[1388.0, 1338.0, 1302.0, 1349.0, 1337.0]","[0.0, 0.0, 1.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 2.0, 2.0, 2.0]",46,Männer sind nicht die hellsten.,"[0.2222, 0.1111, 0.1111, 0.1111, 0.1111]",hate_m,"['männer', 'sind', 'nicht', 'die', 'hellsten']","[0.0, 0.0, 0.0, 1.0, 1.0]","[1.0, 1.0, 2.0, 1.0, 0.0]","[1.0, 1.0, 2.0, 2.0, 1.0]","[0, 0, 1, 0, 1]",,hate,1,"[42.0, 0.0, 72.0, 70.0, 71.0]",1303.0
p23,56,"[1340.5, 1313.0, 1385.75, 1394.0, 1358.3125]",2022.0,11,"[0.1818, 0.1818, 0.3636, 0.0909, 0.0]","[2, 2, 4, 1, 0]","[0.1716, 0.2171, 0.5277, 0.0267, 0.0]","[148.0, 346.0, 241.0, 54.0, 197.25]",Word 1,"[1397.0, 1332.0, 1406.0, 1394.0, 1382.25]","[1284.0, 1294.0, 1360.0, 1394.0, 1333.0]","[1.0, 1.0, 0.0, 0.0, 0.0]","[2.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 2.0, 2.0, 1.0, 0.0]",43,Männer sind dümmer als Frauen.,"[0.0909, 0.0909, 0.2727, 0.0909, 0.13635]",hate_m,"['männer', 'sind', 'dümmer', 'als', 'frauen']","[0.0, 0.0, 1.0, 1.0, 0.0]","[2.0, 2.0, 0.0, 0.0, 0.0]","[2.0, 2.0, 1.0, 1.0, 0.0]","[0, 0, 1, 0, 0]",,hate,1,"[113.0, 38.0, 46.0, 0.0, 49.25]",1311.0
p24,46,"[956.0, 956.0, 956.0, 957.0, 955.0]",1047.0,6,"[0.0, 0.0, 0.1667, 0.1667, 0.1667]","[0, 0, 1, 1, 1]","[0.0, 0.0, 0.1977, 0.1681, 0.1394]","[176.33333333333334, 176.33333333333334, 207.0, 176.0, 146.0]",Word 1,"[956.0, 956.0, 956.0, 957.0, 955.0]","[956.0, 956.0, 956.0, 957.0, 955.0]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 1.0, 1.0, 1.0]",46,Männer sind nicht die hellsten.,"[0.1667, 0.1667, 0.1667, 0.1667, 0.1667]",hate_m,"['männer', 'sind', 'nicht', 'die', 'hellsten']","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 1.0, 0.0]","[0, 0, 1, 1, 1]",,hate,1,"[0.0, 0.0, 0.0, 0.0, 0.0]",1391.0
p24,69,"[1037.0, 998.0, 1072.0, 975.5, 1020.625]",1054.0,6,"[0.1667, 0.1667, 0.1667, 0.3333, 0.0]","[1, 1, 1, 2, 0]","[0.2324, 0.1613, 0.1252, 0.3074, 0.0]","[245.0, 170.0, 132.0, 158.0, 176.25]",Word 1,"[1037.0, 998.0, 1072.0, 1034.0, 1035.25]","[1037.0, 998.0, 1072.0, 917.0, 1006.0]","[0.0, 1.0, 0.0, 1.0, 0.0]","[0.0, 1.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 1.0]","[1.0, 1.0, 1.0, 2.0, 0.0]",43,Männer sind dümmer als Frauen.,"[0.1667, 0.1667, 0.1667, 0.1667, 0.1667]",hate_m,"['männer', 'sind', 'dümmer', 'als', 'frauen']","[0.0, 0.0, 0.0, 1.0, 0.0]","[1.0, 1.0, 1.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 0.0]","[0, 0, 1, 1, 0]",,hate,1,"[0.0, 0.0, 0.0, 117.0, 29.25]",1414.0
p25,47,"[967.0, 995.25, 987.33, 1026.0, 1011.0]",1799.0,12,"[0.0833, 0.3333, 0.25, 0.0833, 0.1667]","[1, 4, 3, 1, 2]","[0.0817, 0.3296, 0.2629, 0.1023, 0.1562]","[147.0, 117.0, 165.0, 184.0, 143.0]",Word 1,"[967.0, 1024.0, 995.0, 1026.0, 1022.0]","[967.0, 964.0, 975.0, 1026.0, 1000.0]","[1.0, 1.0, 0.0, 0.0, 0.0]","[1.0, 3.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 4.0, 2.0, 1.0, 2.0]",46,Männer sind nicht die hellsten.,"[0.0833, 0.0833, 0.0833, 0.0833, 0.0833]",hate_m,"['männer', 'sind', 'nicht', 'die', 'hellsten']","[0.0, 1.0, 0.0, 1.0, 1.0]","[1.0, 3.0, 2.0, 0.0, 0.0]","[1.0, 4.0, 2.0, 1.0, 1.0]","[1, 0, 1, 1, 1]",,hate,1,"[0.0, 60.0, 20.0, 0.0, 22.0]",1482.0
p25,75,"[1004.0, 1043.0, 1024.5, 1067.0, 1043.0]",1574.0,9,"[0.2222, 0.2222, 0.2222, 0.1111, 0.1111]","[2, 2, 2, 1, 1]","[0.3062, 0.1582, 0.2478, 0.1995, 0.0146]","[153.0, 123.0, 240.0, 314.0, 23.0]",Word 1,"[1015.0, 1051.0, 1052.0, 1067.0, 1043.0]","[993.0, 1035.0, 997.0, 1067.0, 1043.0]","[1.0, 1.0, 0.0, 0.0, 0.0]","[2.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 2.0, 2.0, 1.0, 1.0]",43,Männer sind dümmer als Frauen.,"[0.1111, 0.1111, 0.1111, 0.1111, 0.1111]",hate_m,"['männer', 'sind', 'dümmer', 'als', 'frauen']","[0.0, 1.0, 1.0, 0.0, 0.0]","[2.0, 1.0, 1.0, 1.0, 0.0]","[2.0, 2.0, 2.0, 1.0, 0.0]","[1, 1, 1, 1, 1]",,hate,1,"[22.0, 16.0, 55.0, 0.0, 0.0]",1510.0
p26,12,"[1019.75, 983.5, 1008.75, 1012.5, 980.5]",2563.0,16,"[0.25, 0.125, 0.25, 0.125, 0.125]","[4, 2, 4, 2, 2]","[0.1927, 0.1299, 0.2587, 0.1584, 0.1412]","[155.0, 72.0, 131.0, 130.0, 182.0]",Word 1,"[1054.0, 1018.0, 1045.0, 1029.0, 1026.0]","[964.0, 949.0, 915.0, 996.0, 935.0]","[1.0, 1.0, 1.0, 1.0, 0.0]","[1.0, 2.0, 2.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0, 0.0]","[2.0, 2.0, 4.0, 2.0, 2.0]",43,Männer sind dümmer als Frauen.,"[0.125, 0.0625, 0.0625, 0.0625, 0.0625]",hate_m,"['männer', 'sind', 'dümmer', 'als', 'frauen']","[0.0, 1.0, 2.0, 0.0, 2.0]","[2.0, 0.0, 2.0, 2.0, 0.0]","[2.0, 1.0, 4.0, 2.0, 2.0]","[1, 1, 1, 1, 1]",,hate,1,"[90.0, 69.0, 130.0, 33.0, 91.0]",1537.0
p26,49,"[1025.0, 1025.0, 1025.0, 1025.0, 1025.0]",1180.0,10,"[0.0, 0.0, 0.0, 0.1, 0.0]","[0, 0, 0, 1, 0]","[0.0, 0.0, 0.0, 0.1508, 0.0]","[178.0, 178.0, 178.0, 178.0, 178.0]",Word 1,"[1025.0, 1025.0, 1025.0, 1025.0, 1025.0]","[1025.0, 1025.0, 1025.0, 1025.0, 1025.0]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",46,Männer sind nicht die hellsten.,"[0.1, 0.1, 0.1, 0.1, 0.1]",hate_m,"['männer', 'sind', 'nicht', 'die', 'hellsten']","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 1, 1]",,hate,1,"[0.0, 0.0, 0.0, 0.0, 0.0]",1574.0
p27,7,"[1359.6666666666667, 1337.0, 1363.0, 1379.0, 1359.6666666666667]",1233.0,6,"[0.0, 0.1667, 0.1667, 0.1667, 0.0]","[0, 1, 1, 1, 0]","[0.0, 0.1095, 0.1865, 0.2668, 0.0]","[231.33333333333331, 135.0, 230.0, 329.0, 231.33333333333331]",Word 1,"[1359.6666666666667, 1337.0, 1363.0, 1379.0, 1359.6666666666667]","[1359.6666666666667, 1337.0, 1363.0, 1379.0, 1359.6666666666667]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 1.0, 1.0, 1.0, 0.0]",43,Männer sind dümmer als Frauen.,"[0.1667, 0.1667, 0.1667, 0.1667, 0.1667]",hate_m,"['männer', 'sind', 'dümmer', 'als', 'frauen']","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 0.0, 0.0]","[1, 0, 1, 1, 1]",,hate,1,"[0.0, 0.0, 0.0, 0.0, 0.0]",1622.0
p27,83,"[1137.0, 1119.0, 1128.0, 1128.0, 1128.0]",1498.0,8,"[0.25, 0.125, 0.0, 0.0, 0.0]","[2, 1, 0, 0, 0]","[0.1155, 0.1142, 0.0, 0.0, 0.0]","[138.0, 171.0, 154.5, 154.5, 154.5]",Word 1,"[1143.0, 1119.0, 1131.0, 1131.0, 1131.0]","[1131.0, 1119.0, 1125.0, 1125.0, 1125.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.0, 0.0, 0.0]",46,Männer sind nicht die hellsten.,"[0.25, 0.125, 0.1875, 0.1875, 0.1875]",hate_m,"['männer', 'sind', 'nicht', 'die', 'hellsten']","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 1, 0, 1]",,hate,1,"[12.0, 0.0, 6.0, 6.0, 6.0]",1698.0
p28,19,"[1112.5, 1110.0, 1061.0, 1042.0, 1068.0]",1634.0,11,"[0.1818, 0.0909, 0.2727, 0.0909, 0.1818]","[2, 1, 3, 1, 2]","[0.2124, 0.0373, 0.1812, 0.2319, 0.1591]","[125.0, 61.0, 54.0, 379.0, 164.0]",Word 1,"[1169.0, 1110.0, 1091.0, 1042.0, 1117.0]","[1056.0, 1110.0, 1036.0, 1042.0, 1019.0]","[1.0, 0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 1.0, 2.0, 1.0, 2.0]",46,Männer sind nicht die hellsten.,"[0.0909, 0.0909, 0.1818, 0.0909, 0.0909]",hate_m,"['männer', 'sind', 'nicht', 'die', 'hellsten']","[0.0, 0.0, 0.0, 0.0, 1.0]","[2.0, 1.0, 2.0, 1.0, 0.0]","[2.0, 1.0, 2.0, 1.0, 1.0]","[0, 0, 1, 1, 1]",,hate,1,"[113.0, 0.0, 55.0, 0.0, 98.0]",1724.0
p28,86,"[1048.5, 1009.33, 1029.0, 1060.0, 1060.0]",1470.0,11,"[0.3636, 0.2727, 0.0909, 0.0909, 0.0909]","[4, 3, 1, 1, 1]","[0.3442, 0.2565, 0.0837, 0.1544, 0.1585]","[137.0, 169.0, 123.0, 227.0, 233.0]",Word 1,"[1091.0, 1027.0, 1029.0, 1060.0, 1060.0]","[1004.0, 998.0, 1029.0, 1060.0, 1060.0]","[1.0, 0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 2.0, 1.0, 1.0, 1.0]",43,Männer sind dümmer als Frauen.,"[0.2727, 0.1818, 0.0909, 0.0909, 0.0909]",hate_m,"['männer', 'sind', 'dümmer', 'als', 'frauen']","[0.0, 1.0, 0.0, 0.0, 0.0]","[2.0, 1.0, 1.0, 1.0, 0.0]","[2.0, 2.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0, 0]",,hate,1,"[87.0, 29.0, 0.0, 0.0, 0.0]",1791.0
p29,74,"[1130.5, 1138.0, 1157.0, 1181.0, 1190.0]",1528.0,6,"[0.3333, 0.1667, 0.1667, 0.1667, 0.1667]","[2, 1, 1, 1, 1]","[0.1826, 0.1329, 0.1649, 0.2552, 0.2644]","[151.0, 203.0, 252.0, 390.0, 404.0]",Word 1,"[1142.0, 1138.0, 1157.0, 1181.0, 1190.0]","[1119.0, 1138.0, 1157.0, 1181.0, 1190.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",46,Männer sind nicht die hellsten.,"[0.3333, 0.1667, 0.1667, 0.1667, 0.1667]",hate_m,"['männer', 'sind', 'nicht', 'die', 'hellsten']","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 0.0]","[1, 0, 1, 1, 1]",,hate,1,"[23.0, 0.0, 0.0, 0.0, 0.0]",1869.0
p29,93,"[985.0, 1037.67, 1058.0, 1099.0, 1059.0]",2010.0,9,"[0.1111, 0.3333, 0.3333, 0.1111, 0.1111]","[1, 3, 3, 1, 1]","[0.1055, 0.2856, 0.2915, 0.1905, 0.1269]","[212.0, 223.0, 151.0, 383.0, 255.0]",Word 1,"[985.0, 1054.0, 1081.0, 1099.0, 1059.0]","[985.0, 1015.0, 1027.0, 1099.0, 1059.0]","[0.0, 1.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 2.0, 3.0, 1.0, 1.0]",43,Männer sind dümmer als Frauen.,"[0.1111, 0.1111, 0.1111, 0.1111, 0.1111]",hate_m,"['männer', 'sind', 'dümmer', 'als', 'frauen']","[0.0, 0.0, 1.0, 1.0, 0.0]","[1.0, 2.0, 2.0, 0.0, 0.0]","[1.0, 2.0, 3.0, 1.0, 0.0]","[1, 0, 1, 0, 1]",,hate,1,"[0.0, 39.0, 54.0, 0.0, 0.0]",1888.0
p3,45,"[931.5, 947.0, 948.5, 900.5, 958.0]",3223.0,14,"[0.1429, 0.0714, 0.1429, 0.1429, 0.4286]","[2, 1, 2, 2, 6]","[0.1108, 0.0714, 0.1018, 0.1182, 0.5479]","[180.0, 230.0, 203.0, 269.0, 385.0]",Word 1,"[953.0, 947.0, 951.0, 910.0, 992.0]","[910.0, 947.0, 946.0, 891.0, 909.0]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 2.0]",46,Männer sind nicht die hellsten.,"[0.1429, 0.0714, 0.1429, 0.1429, 0.2857]",hate_m,"['männer', 'sind', 'nicht', 'die', 'hellsten']","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 0.0]","[0, 0, 1, 1, 1]",,hate,1,"[43.0, 0.0, 5.0, 19.0, 83.0]",1930.0
p3,94,"[961.33, 959.0, 930.0, 962.0, 953.0825]",1633.0,10,"[0.3, 0.1, 0.1, 0.1, 0.0]","[3, 1, 1, 1, 0]","[0.3503, 0.0827, 0.1176, 0.1151, 0.0]","[158.0, 135.0, 192.0, 188.0, 168.25]",Word 1,"[997.0, 959.0, 930.0, 962.0, 962.0]","[911.0, 959.0, 930.0, 962.0, 940.5]","[1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 1.0, 1.0]","[2.0, 1.0, 1.0, 1.0, 0.0]",43,Männer sind dümmer als Frauen.,"[0.2, 0.1, 0.1, 0.1, 0.125]",hate_m,"['männer', 'sind', 'dümmer', 'als', 'frauen']","[0.0, 1.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 1.0, 0.0, 0.0]","[2.0, 1.0, 1.0, 0.0, 0.0]","[0, 0, 1, 0, 0]",,hate,1,"[86.0, 0.0, 0.0, 0.0, 21.5]",1979.0
p30,60,"[1120.0, 1120.0, 1120.0, 1120.0, 1120.0]",5047.0,23,"[0.0, 0.0435, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0]","[0.0, 0.0573, 0.0, 0.0, 0.0]","[289.0, 289.0, 289.0, 289.0, 289.0]",Word 1,"[1120.0, 1120.0, 1120.0, 1120.0, 1120.0]","[1120.0, 1120.0, 1120.0, 1120.0, 1120.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 1.0, 1.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",43,Männer sind dümmer als Frauen.,"[0.0435, 0.0435, 0.0435, 0.0435, 0.0435]",hate_m,"['männer', 'sind', 'dümmer', 'als', 'frauen']","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 1, 1, 1]",,hate,1,"[0.0, 0.0, 0.0, 0.0, 0.0]",2035.0
p30,68,"[914.0, 1078.5, 938.5, 1029.5, 923.33]",2428.0,11,"[0.0909, 0.1818, 0.1818, 0.1818, 0.2727]","[1, 2, 2, 2, 3]","[0.0659, 0.1252, 0.2862, 0.1787, 0.2669]","[160.0, 72.0, 259.0, 192.0, 158.0]",Word 1,"[914.0, 1172.0, 952.0, 1123.0, 964.0]","[914.0, 985.0, 925.0, 936.0, 896.0]","[1.0, 1.0, 1.0, 0.0, 0.0]","[1.0, 2.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 2.0, 2.0, 3.0]",46,Männer sind nicht die hellsten.,"[0.0909, 0.0909, 0.0909, 0.0909, 0.0909]",hate_m,"['männer', 'sind', 'nicht', 'die', 'hellsten']","[0.0, 1.0, 0.0, 1.0, 2.0]","[1.0, 1.0, 2.0, 1.0, 0.0]","[1.0, 2.0, 2.0, 2.0, 2.0]","[0, 1, 1, 0, 1]",,hate,1,"[0.0, 187.0, 27.0, 187.0, 68.0]",2043.0
p31,5,"[1295.0, 1267.5, 1297.5, 1361.33, 1305.3325]",2658.0,13,"[0.0769, 0.1538, 0.1538, 0.2308, 0.0]","[1, 2, 2, 3, 0]","[0.0421, 0.1821, 0.1832, 0.2562, 0.0]","[112.0, 325.0, 374.0, 103.0, 228.5]",Word 1,"[1295.0, 1289.0, 1340.0, 1619.0, 1385.75]","[1295.0, 1246.0, 1255.0, 1124.0, 1230.0]","[1.0, 1.0, 0.0, 1.0, 0.0]","[1.0, 1.0, 0.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 2.0, 3.0, 0.0]",46,Männer sind nicht die hellsten.,"[0.0769, 0.0769, 0.0769, 0.0769, 0.0769]",hate_m,"['männer', 'sind', 'nicht', 'die', 'hellsten']","[0.0, 0.0, 0.0, 2.0, 0.0]","[1.0, 2.0, 2.0, 0.0, 0.0]","[1.0, 2.0, 2.0, 2.0, 0.0]","[1, 0, 0, 0, 1]",,hate,1,"[0.0, 43.0, 85.0, 495.0, 155.75]",2070.0
